;;;;;;;;;;;;;x,,,,,,,,
EVTDESC99010_NEWS_MEDIUM;Boxer rebels streamed into the $COUNTRY_ADJ$ capital of $CAPITAL$, laying siege to $CAPITAL$’s Legation Quarter—where hundreds of foreign dignitaries reside. With so many westerners threatened, immediate calls have been made to the Qing government to defend the quarter.;;;;;;;;;;;;x,,,,,,
EVTDESC99010_NEWS_SHORT;Boxer rebels streamed into $CAPITAL$, laying siege to the Legation Quarter where hundreds of foreigners reside. Immediate calls have been made to the Qing government to defend the quarter.;;;;;;;;;;;;x,,,,,,,
EVTDESC164599_NEWS_MEDIUM;The forces of revolution have turned against the $COUNTRY_ADJ$ Emperor. With dissent threatening to spread into chaos, leaders of the Beiyang army have demanded the Emperor abdicate his throne. Cheering crowds in $CAPITAL$ greeted the news.;;;;;;;;;;;;x,,,,,,,
EVTDESC164599_NEWS_SHORT;The forces of revolution have turned against the $COUNTRY_ADJ$ Emperor. With dissent threatening to spread into chaos, leaders of the Beiyang army have demanded the Emperor abdicate.;;;;;;;;;;;;x,,,,,,,
EVTDESC164600_NEWS_LONG;Revolutionary societies are springing up all over $COUNTRY$, and now several of these societies have banded together as the Tongmenghui or 'Chinese United League'. Their stated goal is the revival of Zhonghua, or the concept that China should be a nation ruled by a republic that represents all of its various peoples. These revolutionaries wish to see $COUNTRY$ freed of foreigner influence, and do not seem satisfied to wait and see what reforms the $COUNTRY_ADJ$ monarchy will provide.;;;;;;;;;;;;x,,,,,
EVTDESC164600_NEWS_MEDIUM;Several revolutionary societies in $COUNTRY$ have banded together as the Tongmenghui or 'Chinese United League'. Their stated goal is the revival of Zhonghua, or the concept that China should be a nation ruled by a republic that represents all of its various peoples.;;;;;;;;;;;;x,,,,,,,
EVTDESC164600_NEWS_SHORT;Several revolutionary societies in $COUNTRY$ have banded together as the Tongmenghui or 'Chinese United League', dedicated to driving out foreign influence.;;;;;;;;;;;;x,,,,,,,
EVTDESC131709_NEWS_LONG;An incident that began with drunken $COUNTRY_ADJ$ sailors murdering a Chinese man has escalated into a larger crisis with the Qing government. $COUNTRY$ has insisted the sailors be tried by a $COUNTRY_ADJ$ judge, claiming the barbaric Chinese judicial system would result in these men getting anything but a fair trial. The Chinese have demanded they be given the right to punish $COUNTRY_ADJ$ citizens as needed. The confrontation has resulted in larger trade sanctions being applied against $COUNTRY_ADJ$ merchants, and threats of worse.;;;;;;;;;;;;x,,,,,,
EVTDESC131709_NEWS_MEDIUM;An incident that began with drunken $COUNTRY_ADJ$ sailors murdering a Chinese man has escalated into a larger crisis with the Qing government. The confrontation has resulted in larger trade sanctions being applied against $COUNTRY_ADJ$ merchants, and threats of worse.;;;;;;;;;;;;x,,,,,,,
EVTDESC131709_NEWS_SHORT;An incident that began with drunken $COUNTRY_ADJ$ sailors murdering a Chinese man has escalated into a larger crisis with the $FROMCOUNTRY_ADJ$ government.;;;;;;;;;;;;x,,,,,,,,
EVTNAME1316083_NEWS_TITLE;The Unequal Treaty;;;;;;;;;;;;x,,,,,,,,
EVTDESC1316083_NEWS_LONG;The $COUNTRY_ADJ$ government today concluded a historic treaty with $FROMCOUNTRY$, finally settling the war between them in exchange for concessions—namely the granting of a ‘treaty port’ on the $FROMCOUNTRY_ADJ$ coast, a payment of indemnities and certain trade rights granted to $COUNTRY_ADJ$ merchants in $FROMCOUNTRY_ADJ$ territory. The entire matter is considered an embarrassing defeat for $FROMCOUNTRY$.;;;;;;;;;;;;x,,,,,,
EVTDESC1316083_NEWS_MEDIUM;The $COUNTRY_ADJ$ government today concluded a historic treaty with $FROMCOUNTRY$, finally settling the war between them in exchange for concessions. The entire matter is considered an embarrassing defeat for $FROMCOUNTRY$.;;;;;;;;;;;;x,,,,,,,
EVTDESC1316083_NEWS_SHORT;The $COUNTRY_ADJ$ government today concluded a historic treaty with $FROMCOUNTRY$, finally settling the war between them in exchange for land and trade concessions.;;;;;;;;;;;;x,,,,,,,
EVTDESC1316182_NEWS_LONG;Qing officials recently boarded the Arrow, a ship that-- according to all reports-- was flying British colors at the time. The Chinese claim this isn't the case, and that the ship was suspected of smuggling and piracy and only claimed $COUNTRY_ADJ$ registry after the fact. $FROMCOUNTRY$ has begun to crack down on the opium trade throughout $FROMCOUNTRY$. The British government is up in arms, furious at this willful impediment to their trade interests in the region.;;;;;;;;;;;;x,,,,,
EVTDESC1316182_NEWS_MEDIUM;Qing officials recently boarded the Arrow, a ship that-- according to all reports-- was flying British colors at the time. The British government is up in arms, furious at this willful impediment to their trade interests in the region.;;;;;;;;;;;;x,,,,,,
EVTDESC1316182_NEWS_SHORT;Qing officials recently boarded the Arrow, a ship that was reportedly flying $COUNTRY_ADJ$ colors at the time. The incident has sparked a confrontation with the $COUNTRY_ADJ$ government.;;;;;;;;;;;;x,,,,,,,
EVTDESC131713_NEWS_LONG;After having been approached by the newly-independent Tibet, $COUNTRY$ approached the $FROMCOUNTRY_ADJ$ government in order to mediate a deal between the nations—one where Tibet would remain free with the land belonging to it. Many see this as a $COUNTRY_ADJ$ play for influence in Tibet, though in the end an agreement was indeed reached and Tibet’s borders are now secure.;;;;;;;;;;;;x,,,,,,
EVTDESC131713_NEWS_MEDIUM;After having been approached by the newly-independent Tibet, $COUNTRY$ approached the $FROMCOUNTRY_ADJ$ government in order to mediate a deal between the nations—one where Tibet would remain free with the land belonging to it.;;;;;;;;;;;;x,,,,,,,
EVTDESC131713_NEWS_SHORT;After having been approached by the newly-independent Tibet, $COUNTRY$ approached the $FROMCOUNTRY_ADJ$ government in order to mediate a deal between the nations.;;;;;;;;;;;;x,,,,,,,
EVTDESC131715_NEWS_LONG;$COUNTRY_ADJ$ efforts to modernize the Beiyang army have borne fruit, but the modernization has necessitated a division of authority among $COUNTRY$’s regional forces. The generals in charge of these forces, 'warlords' as some refer to them, have been gaining a great deal of power in the nation. They are part of the Beiyang Army, but fight amongst themselves... And, far more importantly, are critical of the $COUNTRY_ADJ$ government.;;;;;;;;;;;;x,,
EVTDESC131715_NEWS_MEDIUM;$COUNTRY_ADJ$ efforts to modernize its army have borne fruit, but this has necessitated a division of authority among $COUNTRY$’s regional forces. The generals in charge of these forces, 'warlords' as some refer to them, have been gaining a great deal of power in the nation.;;;;;;;;;;;;x,,,,,
EVTDESC131715_NEWS_SHORT;$COUNTRY_ADJ$ efforts to modernize its army have borne fruit, but this has necessitated a division of authority among generals who now wield a great deal of political influence in the nation.;;;;;;;;;;;;x,,,,,,,
EVTDESC131730_NEWS_LONG;Resistance against the government in $CAPITAL$ has culminated in a breakdown in authority within $COUNTRY$. What began with several of the outlying warlords declaring their independence has ended with the most powerful generals in the Beiyang Army struggling for control. A contest has begun regarding who will control the future of China's destiny, and most are certain it will not be long before the entire nation is engulfed in war.;;;;;;;;;;;;x,,,,,,,
EVTDESC131730_NEWS_MEDIUM;Resistance against the government in $CAPITAL$ has culminated in a breakdown in authority within $COUNTRY$. What began with several of the outlying warlords declaring their independence has ended with the most powerful generals in the Beiyang Army struggling for control.;;;;;;;;;;;;x,,,,,,,,
EVTDESC131730_NEWS_SHORT;Resistance against the government in $CAPITAL$ has culminated in a breakdown in authority within $COUNTRY$, with its most powerful generals struggling for control.;;;;;;;;;;;;x,,,,,,,
EVTDESC131745_NEWS_LONG;The era of warlords is over in China, with $COUNTRY$ just the latest warlord forced to either submit to the newly-centralized Chinese government or face even more war in the years to come. ‘This is a glorious day for China, ’ said one official. ‘At last we are unified, no longer mercy to the whims of the western powers. We are free to take our place among the great nations of the world.’;;;;;;;;;;;;x,,,,,
EVTDESC131745_NEWS_MEDIUM;The era of warlords is over in China, with $COUNTRY$ just the latest warlord forced to either submit to the newly-centralized Chinese government or face even more war in the years to come.;;;;;;;;;;;;x,,,,,,,
EVTDESC131745_NEWS_SHORT;The era of warlords is over in China, with $COUNTRY$ just the latest warlord forced to either submit to the newly-centralized Chinese government or face even more war in the years to come.;;;;;;;;;;;;x,,,,,,,
EVTDESC160008_NEWS_LONG;In a stunning victory against the ruling Manchu Dynasty, the leaders of the Taiping Rebellion have proven victorious. Reports have it that the fabled Forgotten City is burning, and all over China the rebels are making reprisals against the hated aristocracy of the Qing Empire. The question now arises: what is next for China? Who are these Taiping, led by the mysterious Hong Xiuquan and his pseudo-Christian sect? Some countries are approaching the Taiping warily, worried that this may lead to even more violence in the region.;;;;;;;;;;;;x,,,,
EVTDESC160008_NEWS_MEDIUM;In a stunning victory against the ruling Manchu Dynasty, the leaders of the Taiping Rebellion have proven victorious. Reports have it that the fabled Forgotten City is burning, and all over China the rebels are making reprisals against the hated aristocracy of the Qing Empire.;;;;;;;;;;;;x,,,,,,
EVTDESC160008_NEWS_SHORT;The Taiping Rebellion has proven victorious. The fabled Forgotten City is burning, and all over China the rebels are making reprisals against the hated aristocracy of the Qing Empire.;;;;;;;;;;;;x,,,,,,,
EVTDESC160025_NEWS_LONG;Hong Xiuquan, leader of the Taiping, has died—now the so-called ‘Heavenly Kingdom’ must decide what to do without his guidance. There are some who say that his son, Hong Tianguifu, will be given the reins of power. Others believe a proper republic is the way forward. Still others say that Hong Xiuquan's death is a sign that the Heavenly Kingdom has lost favor, and that it must restore the Qing Dynasty to the Imperial throne—with the south remaining firmly in control, of course.;;;;;;;;;;;;x,,
EVTDESC160025_NEWS_MEDIUM;Hong Xiuquan, leader of the Taiping, has died—now the so-called ‘Heavenly Kingdom’ must decide what to do without his guidance. Many believe his son, Hong Tianguifu, must take the reins of power… but many disagree. Is this the first sign of conflict among the Taiping?;;;;;;;;;;;;x,,,,
EVTDESC160025_NEWS_SHORT;Hong Xiuquan, leader of the Taiping, has died—now the so-called ‘Heavenly Kingdom’ must decide what to do without his guidance.;;;;;;;;;;;;x,,,,,,
EVTDESC160026_NEWS_LONG;With $COUNTRY_ADJ$ holdings on the mainland lost, all $COUNTRY$ has left is their stronghold on the island of Formosa. Already bureaucrats have been fleeing $CAPITAL$ en masse, setting up a new capital in Taibei as a government-in-exile. How they will maintain their freedom on the island is unknown, but it is almost certain they will never recover $COUNTRY$-- it has been overrun and conquered.;;;;;;;;;;;;x,,,,,
EVTDESC160026_NEWS_MEDIUM;With $COUNTRY_ADJ$ holdings on the mainland lost, all $COUNTRY$ has left is their stronghold on the island of Formosa. Already bureaucrats have been fleeing $CAPITAL$ en masse, setting up a new capital in Taibei as a government-in-exile.;;;;;;;;;;;;x,,,,,,
EVTDESC160026_NEWS_SHORT;With $COUNTRY_ADJ$ holdings on the mainland lost, all $COUNTRY$ has left is their stronghold on the island of Formosa—where Taibei has already been set up as a capital-in-exile.;;;;;;;;;;;;x,,,,,,,
EVTDESC190461_NEWS_LONG;‚I Have Looked Upon the Face of Agamemnon…‘ reads the short message on a wadded piece of paper, handed over to our reporter by the $COUNTRY_ADJ$ excavation leader. After many months of searching his team has finally discovered the ancient tomb at Mycenae that would, according to local tales, hold the final resting place of famous Agamemnon and his even more famous burial mask. The prestigious finding has already given much international attention to the $COUNTRY_ADJ$ Excavation Office in $CAPITAL$ and will surely enhance further research in these fields.;;;;;;;;;;;;x,,,,,
EVTDESC190461_NEWS_MEDIUM;An $COUNTRY_ADJ$ excavation team has discovered the ancient tomb at Mycenae which holds the final resting place of Agamemnon and his burial mask. The finding has given much international attention to the $COUNTRY_ADJ$ Excavation Office and will surely enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTDESC190461_NEWS_SHORT;An $COUNTRY_ADJ$ excavation team has discovered the final resting place of Agamemnon at Mycenae. The finding has given much international attention and will enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTNAME1904612_NEWS_TITLE;Palace of King Minos Discovered;;;;;;;;;;;;x,,,,,,,,
EVTDESC1904612_NEWS_LONG;Before work began in Crete by one of the most famous $COUNTRY_ADJ$ archaeologist teams, the ancient Minoan culture was only faintly reflected in classical Greek myths. After months of systematic excavations the team has now finally discovered a complex near Knossos which, according to the $COUNTRY_ADJ$ team leader, appears to be the foundations of King Minos‘ Palace. The prestigious finding has already given much international attention to the $COUNTRY_ADJ$ Excavation Office in $CAPITAL$ and will surely enhance further research in these fields.;;;;;;;;;;;;x,,,,,
EVTDESC1904612_NEWS_MEDIUM;An $COUNTRY_ADJ$ excavation team on Crete has discovered a complex near Knossos which appears to be the foundations of Minoan King Minos‘ Palace. The finding has given much international attention to the $COUNTRY_ADJ$ Excavation Office and will surely enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTDESC1904612_NEWS_SHORT;An $COUNTRY_ADJ$ excavation team on Crete has discovered the foundations of Minoan King Minos‘ Palace. The finding has given much international attention and will enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTNAME1905101_NEWS_TITLE;'Homo Neanderthalensis' Discovered;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905101_NEWS_LONG;An $COUNTRY_ADJ$ scientists team has found bones of primative ancient men at a location near Dusseldorf in German territory. According to the $COUNTRY_ADJ$ team leader, the 'Neanderthals' appear to be an extinct species or subspecies of the genus Homo which seem closely related to modern humans. As scientists have never seen bones like this before the prestigious finding has already given much international attention to the $COUNTRY_ADJ$ National Council of Science in $CAPITAL$ and will surely enhance further research in these fields.;;;;;;;;;;;;x,,,,,,,
EVTDESC1905101_NEWS_MEDIUM;An $COUNTRY_ADJ$ scientists team has found bones of primative ancient men at a location near Dusseldorf in German territory. The prestigious finding has given much international attention to the $COUNTRY_ADJ$ National Council of Science and will surely enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905101_NEWS_SHORT;$COUNTRY_ADJ$ scientists have found bones of primative ancient men near Dusseldorf in German territory. The finding has given much attention and will enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTNAME1905201_NEWS_TITLE;'Homo Erectus' Discovered;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905201_NEWS_LONG;An $COUNTRY_ADJ$ scientists team has found bones of primative ancient men on the island of Java in the Indian Ocean. According to the $COUNTRY_ADJ$ scientists, 'Homo Erectus' appears to be a human species which has lived in Asia and probably Africa, and eventually evolved into the species of 'Homo Sapiens'. As this type of ancient bones has been unknown so far the prestigious finding has already given much international attention to the $COUNTRY_ADJ$ National Council of Science in $CAPITAL$ and will surely enhance further research in these fields.;;;;;;;;;;;;x,,,,,,
EVTDESC1905201_NEWS_MEDIUM;An $COUNTRY_ADJ$ scientists team has found bones of primative ancient men on the island of Java in the Indian Ocean. The prestigious finding has given much international attention to the $COUNTRY_ADJ$ National Council of Science and will surely enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905201_NEWS_SHORT;$COUNTRY_ADJ$ scientists have found bones of primative ancient men on the island of Java in the Indian Ocean. The finding has given much attention and will enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTNAME1905301_NEWS_TITLE;Scientists Discover 'Taung-Child';;;;;;;;;;;;x,,,,,,,,
EVTDESC1905301_NEWS_LONG;$COUNTRY_ADJ$ scientists have found a skull of an odd ape-creature child near Taung in South-African territory. According to the $COUNTRY_ADJ$ scientists leader, 'Australopithecus Africanus' –or simply 'Taung-child' by our reporter - could possibly represent a viable candidate for the ancestor of the genus ‚Homo‘. As this type of ancient skull has been unknown so far the prestigious finding has already given much international attention to the $COUNTRY_ADJ$ National Council of Science in $CAPITAL$ and will surely enhance further research in these fields.;;;;;;;;;;;;x,,,,,,,
EVTDESC1905301_NEWS_MEDIUM;$COUNTRY_ADJ$ scientists have found a skull of an odd ape-creature child near Taung in South-African territory. The prestigious finding has given much international attention to the $COUNTRY_ADJ$ National Council of Science and will surely enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905301_NEWS_SHORT;$COUNTRY_ADJ$ scientists have found a skull of an odd ape-creature child near Taung in South-African territory. The finding has given much attention and will enhance further research.;;;;;;;;;;;;x,,,,,,,,
EVTDESC800065_NEWS_LONG;Recent news has surfaced of a tense confrontation at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$, based on accusations that the $FROMCOUNTRY_ADJ$ is spreading ideological propaganda in a $COUNTRY_ADJ$ border province. ‘Clearly there is no respect for $COUNTRY_ADJ$ sovereignty!’ blustered one official. ‘They are funding these criminals and rebels, urging them to overthrow our government!’ There is no word of a reaction from the $FROMCOUNTRY_ADJ$ government as of yet, but it is clear that many are urging for some kind of action. ‘Should $COUNTRY$ do nothing? I think not!’;;;;;;;;;;;;x,,,,,
EVTDESC800065_NEWS_MEDIUM;Recent news has surfaced of a tense confrontation at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$, based on accusations that the $FROMCOUNTRY_ADJ$ is spreading ideological propaganda in a $COUNTRY_ADJ$ border province. ‘Clearly there is no respect for $COUNTRY_ADJ$ sovereignty!’ blustered one official.;;;;;;;;;;;;x,,,,,,,
EVTDESC800065_NEWS_SHORT;Recent news has surfaced of a tense confrontation at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$, based on accusations that the $FROMCOUNTRY_ADJ$ is spreading ideological propaganda in a $COUNTRY_ADJ$ border province.;;;;;;;;;;;;x,,,,,,,
EVTNAME800077_NEWS_TITLE;$COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Summit of $YEAR$;;;;;;;;;;;;x,,,,,,,,
EVTDESC800077_NEWS_LONG;News out of $CAPITAL$ regarding the high-level meeting between officials from $FROMCOUNTRY$ and $COUNTRY$ states that the summit between the great powers was a success. ‘It was even better than we’d hoped, ’ said one member of the $FROMCOUNTRY_ADJ$ delegation. Several important trade agreements were made, but far more importantly an accord on military cooperation was reached. This new alliance between the countries heralds a new era, though some skeptics say it is unlikely to matter in the long run. ‘They can say all they like, ’ remarked an official. ‘We all know that the moment $COUNTRY$ is truly threatened, $FROMCOUNTRY$ will be nowhere to be found.’;;;;;;;;;;;;x,,,
EVTDESC800077_NEWS_MEDIUM;News out of $CAPITAL$ regarding the high-level meeting between officials from $FROMCOUNTRY$ and $COUNTRY$ states that the summit between the great powers was a success. ‘It was even better than we’d hoped, ’ said one member of the $FROMCOUNTRY_ADJ$ delegation.;;;;;;;;;;;;x,,,,,,,
EVTDESC800077_NEWS_SHORT;News out of $CAPITAL$ regarding the high-level meeting between officials from $FROMCOUNTRY$ and $COUNTRY$ states that the summit between the great powers was a success.;;;;;;;;;;;;x,,,,,,,,
EVTDESC800078_NEWS_LONG;News out of $CAPITAL$ regarding the high-level meeting between officials from $FROMCOUNTRY$ and $COUNTRY$ states that the summit between the great powers had only limited success. While there was much talk of increasing military cooperation, talks reportedly got bogged down by disagreements on matters of trade and old disputes that remain unresolved. ‘Perhaps there’s too much bad blood between us, ’ remarked one $COUNTRY_ADJ$ official, ‘or simply not enough political will to make things better.’ $FROMCOUNTRY_ADJ$ delegates left $CAPITAL$ with promises to soon return.;;;;;;;;;;;;x,,,,,
EVTDESC800078_NEWS_MEDIUM;News out of $CAPITAL$ regarding the high-level meeting between officials from $FROMCOUNTRY$ and $COUNTRY$ states that the summit between the great powers had only limited success. Talk of increased cooperation was reportedly bogged down by old disputes that remain unresolved.;;;;;;;;;;;;x,,,,,,,,
EVTDESC800078_NEWS_SHORT;News out of $CAPITAL$ regarding the high-level meeting between officials from $FROMCOUNTRY$ and $COUNTRY$ states that the summit between the great powers had only limited success.;;;;;;;;;;;;x,,,,,,,,
EVTNAME800090_NEWS_TITLE;$FROMCOUNTRY_ADJ$ Incident Heats Up;;;;;;;;;;;;x,,,,,,,,
EVTDESC800090_NEWS_LONG;A recent altercation at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ has led to a full-blown diplomatic incident with $COUNTRY$. Despite $FROMCOUNTRY$’s efforts to apologize and offer reparations, the $COUNTRY_ADJ$ government has remained adamant with its claims of $FROMCOUNTRY_ADJ$ espionage and collusion with $COUNTRY$’s enemies. The matter remains unresolved, and while many feel $COUNTRY$ is being unreasonable it seems war may be the result.;;;;;;;;;;;;x,,,,,,
EVTDESC800090_NEWS_MEDIUM;A recent altercation at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ has led to a full-blown diplomatic incident with $COUNTRY$. Despite $FROMCOUNTRY$’s efforts to apologize, the $COUNTRY_ADJ$ government has remained adamant with its claims of $FROMCOUNTRY_ADJ$ collusion with $COUNTRY$’s enemies.;;;;;;;;;;;;x,,,,,,,
EVTDESC800090_NEWS_SHORT;A recent altercation at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ has led to a full-blown diplomatic incident with $COUNTRY$. Many fear that war will be the result.;;;;;;;;;;;;x,,,,,,,,
EVTNAME800091_NEWS_TITLE;$FROMCOUNTRY_ADJ$ Incident Resolved;;;;;;;;;;;;x,,,,,,,,
EVTDESC800091_NEWS_LONG;While many feared a recent incident at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ would lead to a full diplomatic incident with $COUNTRY$, the matter seems to have been resolved without escalation. There were initial concerns regarding possible $FROMCOUNTRY_ADJ$ involvement in espionage against the $COUNTRY_ADJ$ government, but $COUNTRY$ has accepted $FROMCOUNTRY$’s assurances to the contrary. Though relations have cooled as a result, most officials seem confident there need be no war.;;;;;;;;;;;;x,,,,,
EVTDESC800091_NEWS_MEDIUM;While many feared a recent incident at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ would lead to a full diplomatic incident with $COUNTRY$, the matter seems to have been resolved. Though relations have cooled as a result, most officials seem confident there will be no war.;;;;;;;;;;;;x,,,,,,
EVTDESC800091_NEWS_SHORT;While many feared a recent incident at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ would lead to a diplomatic incident with $COUNTRY$, the matter seems to have been resolved peacefully.;;;;;;;;;;;;x,,,,,,,
EVTDESC800092_NEWS_LONG;A recent diplomatic incident at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ has led to a war of words between the great powers. $FROMCOUNTRY$ responded to the incident by denying any involvement," claiming the incident isolated, but $COUNTRY$ angrily retorted with accusations of $FROMCOUNTRY_ADJ$ espionage. Outside observers seem to believe that $COUNTRY$ may be in the right", but $FROMCOUNTRY$ has so far refused to back down and the matter has escalated to the point that open conflict may be inevitable.;;;;;;;;;;;;x,,,,,,
EVTDESC800092_NEWS_MEDIUM;A recent incident at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ has led to a war of words between the great powers. Outside observers believe $COUNTRY$ is in the right, but $FROMCOUNTRY$ has so far refused to back down and open conflict may be inevitable.;;;;;;;;;;;;x,,,,,,,
EVTDESC800092_NEWS_SHORT;A recent diplomatic incident at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ has led to a war of words between the great powers, with many fearing that open conflict may be inevitable.;;;;;;;;;;;;x,,,,,,,
EVTDESC800093_NEWS_LONG;While many feared that a recent diplomatic incident at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ would lead to war between the great powers, it appears that escalation has been avoided. $FROMCOUNTRY$’s initial response was unapologetic, claiming they had no involvement, and while $COUNTRY$ at first refused to accept that they have since been forced to admit they have no evidence to the contrary. Relations between the countries has cooled as a result, but at least one official relayed his relief that this now meant war would not be a necessity.;;;;;;;;;;;;x,,,,
EVTDESC800093_NEWS_MEDIUM;While many feared that a recent diplomatic incident at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ would lead to war between the great powers, it appears escalation has been avoided. Relations between the countries have cooled as a result, but further conflict is so far unlikely.;;;;;;;;;;;;x,,,,,,
EVTDESC800093_NEWS_SHORT;While many feared that a recent diplomatic incident at the $FROMCOUNTRY_ADJ$ embassy in $CAPITAL$ would lead to war with $COUNTRY$, it appears escalation has been avoided.;;;;;;;;;;;;x,,,,,,,
EVTNAME8001160_NEWS_TITLE;$COUNTRY_ADJ$ Monarchy Questioned;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8001160_NEWS_LONG;In the brightening enlightenment of liberalism the 'Divine Right of the Monarch' is being increasingly criticized. This applies especially for $COUNTRY$, one of the few remaining absolute monarchies of the time. Recently, a prominent $COUNTRY_ADJ$ newspaper has published a high-profile article openly criticizing the $COUNTRY_ADJ$ monarchy and its 'backward absolute sovereign who is threatening the future of the country'. Critical voices are already conscious about the end of the monarchy if the free press continues to agitate that way.;;;;;;;;;;;;;x,,,,,,
EVTDESC8001160_NEWS_MEDIUM;Arguing against the 'Divine Right of the Monarchy' a $COUNTRY_ADJ$ newspaper has publicly criticized its 'backward absolute sovereign who is threatening the future of the country'. Critical voices are conscious about the end of the monarchy if the free press continues to agitate.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8001160_NEWS_SHORT;A $COUNTRY_ADJ$ newspaper has publicly criticized the country’s 'backward absolute sovereign'. Critical voices see the final end of the monarchy if the free press continues to agitate.;;;;;;;;;;;;;x,,,,,,,,
EVTNAME800118_NEWS_TITLE;$COUNTRY_ADJ$'s Monarchy Threatened! ;;;;;;;;;;;;;x,,,,,,,,
EVTDESC800118_NEWS_LONG;Following a massive demonstration in the capital of $COUNTRY$, criticizing the 'Divine Right of the Monarch' and the 'backward absolute sovereign', things now might get out of control. $COUNTRY_ADJ$ police have found evidence of a secret revolutionary society which has been founded to overthrow the monarchy. As all efforts to calm the crisis so far have been unsuccessful the royal advisors have now suggested to take more immediate and immersive action. Wether it will have a real effect remains to be seen.;;;;;;;;;;;;;x,,,,,,
EVTDESC800118_NEWS_MEDIUM;Following a demonstration in the capital, $COUNTRY_ADJ$ police have found evidence of a secret plot to overthrow the absolute monarchy. As all efforts to calm the crisis so far have been unsuccessful the royal advisors have suggested to take more immediate and immersive action.;;;;;;;;;;;;;x,,,,,,,
EVTDESC800118_NEWS_SHORT;$COUNTRY_ADJ$ police have found evidence of a secret plot to overthrow the absolute monarchy. Due to the unsuccessful calming efforts so far the royal advisors suggest to take more action.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010011_NEWS_LONG;Troublesome reports arrive from Ireland of what appears to be a widespread shortage in agricultural products gripping the territory and establishing a situation of famine among the population. While reports vary as to the severity of the situation, tales of entire harvests of potato being rendered useless by the potato blight illness set the stage for what some are dubbing 'the beggining of a calamity' due to the tuber's importance in the irish diet. $FROMCOUNTRY_ADJ$ response to the reports has so far been indecisive, and many wonder how the situation will evolve.;;;;;;;;;;;;x,,,,,,
EVTDESC1010011_NEWS_MEDIUM;Reports arrive from Ireland of a shortage in agricultural products establishing a famine in the island, with tales of entire harvests of potato being rendered useless. $FROMCOUNTRY_ADJ$ response to the reports has so far been undecisive as many wonder how the situation will evolve.;;;;;;;;;;;;x,,,,,,,
EVTDESC1010011_NEWS_SHORT;Reports come from Ireland of a shortage in agricultural products causing a famine in the island. With tales of entire harvests rendered useless, many call on the government to take action.;;;;;;;;;;;;x,,,,,,,
EVTDESC1010015_NEWS_LONG;Tensions came to a boil in the village of Ballingary in Ireland as the famine affecting the region reaches catastrophic proportions. A group calling themselves the 'Young Irelanders' rose in rebellion against the British authorities, raising barricades and facing the police in a standoff that lasted several hours before police reinforcements lead the rebels to flee. As the manhunt for the rebel leaders continue, many are believed to have escaped to France and USA. The british government has dubbed the rebellion as 'an outrageous attempt to subvert law and order'.;;;;;;;;;;;;x,,,,,,
EVTDESC1010015_NEWS_MEDIUM;Tensions came to a boil in the village of Ballingary in Ireland where a group called the 'Young Irelanders' rose in rebellion against British authorities, facing the police in a standoff that lasted several hours before police reinforcements forced the rebels to flee.;;;;;;;;;;;;x,,,,,,,
EVTDESC1010015_NEWS_SHORT;In Ireland, a group called the 'Young Irelanders' rose against the british authorities, facing the police in a standoff before police reinforcements forced the rebels to flee.;;;;;;;;;;;;x,,,,,,
EVTDESC1010020_NEWS_LONG;The tone among the people in Ireland has changed. Many Irish nationalist who emigrated to the United States founded a militant organization called the Fenian Brotherhood there, a group dedicated to freeing Ireland from British control... and now they have formed a sister organization back home, the Irish Republican Brotherhood. Already they are stirring up trouble, and it seems certain they will continue until some manner of home rule is attained.;;;;;;;;;;;;x,,,,,
