Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
restore_hapsburg_belgrade_desc;§RGain 5 infamy§! For many years, the Habsburg and Ottoman realms battled over domination in the Balkans, with their battlegrounds ranging from Hungary to Romania to even southern Greece. One such contested territory was the duchy of Belgrade, the location of the modern-day Serbian state. With Austrian dominion across Central Europe secured, the empire is once again within a ready position to claim Belgrade.;;;;;;;;;;;;;
expand_hapsburg_serbia_title;The Crown of Serbia;;;;;;;;;;;;;
expand_hapsburg_serbia_desc;§RGain 15 infamy§! The Duchy of Serbia was once a Habsburg domain, and now it is again. However, in this modern age of nationalism, the serbian population of the duchy urges for reunification with its Slavic brethren in the south. While we have little interest in such ethnonationalist pretenses, the Balkans have long been a region of great interest and importance to the Habsburg realm. By tying the Habsburg province of Serbia to their own irredentist concept of Yugoslavism, we may provide ourselves a useful justification for annexing a great deal of Turkish territory.;;;;;;;;;;;;;
austrian_belgium_title;The Austrian Netherlands;;;;;;;;;;;;;
austrian_belgium_desc;§RGain 10 infamy§! The Austrian Netherlands were a territory of the Austrian Empire following the Spanish war of succession, and an old territory of the defunct Holy Roman Empire. In the aftermath of the Napoleonic wars, the territory was awarded to the Netherlands in the hopes of establishing a buffer state against any attempts at renewed French expansionism. In this modern industrial age, however, the Hollanders have proven far from capable of providing a proper power balance against either France or the German realms. By reinstituting Austrian control of these strategically vital provinces, the Habsburg realm may provide itself with important industrial complexes, economic resources, and a position from which it can provide a check to French and Prussian ambitions. The rest of Europe may not look kindly on this rationale, however.;;;;;;;;;;;;;
austrian_netherlands_title;The Austrian Netherlands;;;;;;;;;;;;;
austrian_netherlands_desc;§RGain 15 infamy§! With the Belgians brought to heel, it is only natural that Austrian ambitions reach the gates of Amsterdam as well. While the Austrian Habsburgs never properly ruled the Netherlands on their own behalf, the kingdom of Spain did, and the Holy Roman Empire long before that. By restoring order to the Dutch provinces, Habsburg control over northern Europe can be properly fortified, and it can even more firmly assert itself as the master of Germany.;;;;;;;;;;;;;
austrian_poland_title;Austrian Poland;;;;;;;;;;;;;
austrian_poland_desc;§RGain 5 infamy§! In the aftermath of the Napoleonic wars and the congress of Vienna, the Austrian Empire was made to give up a substantial part of its Polish holdings in favor of the Russian Empire. With the Austrian Empire once again in a secure position to expand its influence across Europe, it may be pertinent to restore Austrian claims in Poland, and achieve a more favorable partition.;;;;;;;;;;;;;
austria_poland_complete_title;Complete the Polish Conquest;;;;;;;;;;;;;
austria_poland_complete_desc;§RGain 15 infamy§! While the Austrian Empire has taken for itself a lions share of the Polish territory, there remains demands to incorporate the rest of Poland into the Austrian Empire. Let Austria integrate these lands in the name of the Habsburg Empire!;;;;;;;;;;;;;
austria_switzerland_title;Retake the Habsburg Homeland;;;;;;;;;;;;;
austria_switzerland_desc;§RGain 10 infamy§! Our dynasty takes its name from Habsburg Castle, a fortress built in the 1020s in present-day Switzerland by Radbot of Klettgau, who named his fortress Habsburg. His grandson Otto II was the first to take the fortress name as his own, adding 'Count of Habsburg' to his title. In 1273, Count Radbot's seventh-generation descendant, Rudolph of Habsburg, was elected Holy Roman Emperor. Our lands of the western Alps were robbed from us in the Swabian War of 1499 in which the Swiss Confederation seized our homeland. The time has come to right this wrong and return Switzerland to Habsburg rule.;;;;;;;;;;;;;
austria_romania_title;The Romanian Principalities;;;;;;;;;;;;;
austria_romania_desc;§RGain 10 infamy§! The regions of Moldavia and Wallachia have been gaining more and more autonomy from the Ottoman Empire in recent years. Their example of Romanian self-rule endangers our control of Transylvania and destabilizes other neighboring regions as well. It would therefore be best to bring the principalities into the Habsburg fold. Western Wallachia was in fact once part of the Habsburg domains as the Banat of Craiova from 1718 to 1739. Sadly, it was retaken by the Ottoman Empire in the Peace of Belgrade.;;;;;;;;;;;;;
austria_lorraine_title;The Crown of Lorraine;;;;;;;;;;;;;
austria_lorraine_desc;§RGain 15 infamy§! The house of Habsburg-Lorraine was formed when Francis I, Holy Roman Emperor, married Maria Theresa of Habsburg. Francis was Duke of Lorraine and Bar, a title which is held, at least in name, by the Habsburgs to this day. Other territories in the region were acquired by the marriage of Maximilian I of Habsburg to Mary of Burgundy. Franche-Comté was lost to France with the Treaties of Nijmegen in 1678 after the Franco-Dutch War. Still, these areas are rightfully Habsburg lands by virtue of inheritance and were unlawfully appropriated by the French.;;;;;;;;;;;;;
raid_sudan_title;Raid the Sudan;;;;;;;;;;;;;
raid_sudan_desc;In centuries past, the great Shilluk kingdom held sway over much of the Sudanese river valley, all the way north to where now stands the city of Khartoum. However, recent, repeated wars against both the Egyptians to the north and various enemies to the south have brought the Shilluk kingdom to the brink of destruction. As the Egpytians struggle in a war against their former masters in the north, we are presented with a unique opportunity to regain our former standing in the Nile river valley, and they will have little choice but to recognize our resurgence.;;;;;;;;;;;;;
reclaim_white_nile_title;Reclaim the White Nile;;;;;;;;;;;;;
reclaim_white_nile_desc;In the years of decline for the Shilluk kingdom, its hold over the south grew increasingly contested by other rival tribes seeking to control the lucrative trade down its banks. With our northern borders secured, it is time to reclaim our rightful dominion to the south once again!;;;;;;;;;;;;;
claim_the_sudan_title;Claim the Sudan;;;;;;;;;;;;;
claim_the_sudan_desc;With our successful restoration of both our raiding income and our domination of the White Nile, the time has finally come to push northwards, into lands ever unclaimed by our king. The Nile shall be our dominion, the dominion of the gods. The ailing Egyptian satellite shall be unable to prevent our ascendancy.;;;;;;;;;;;;;
excavate_ancient_kush_title;Excavate Ancient Kush;;;;;;;;;;;;;
excavate_ancient_kush_desc;In our travels north, we have come to discover great pyramid constructions across the Sudan, ancient structures filled with incomprehensible pictographs far older than our people. The images within seem to depict a great and mighty civilization that once ruled these lands. We are the heirs to these ancients, and shall rule over the Nile in their stead!;;;;;;;;;;;;;
request_british_translators_title;Request British Translators;;;;;;;;;;;;;
request_british_translators_desc;Despite our best efforts, we have yet to comprehend the strange symbols contained within the many ruins. By requesting foreign assistance, we may yet glean further knowledge from these ruins that could well speak to our fated domination of the great river.;;;;;;;;;;;;;
adopt_hieroglyphs_title;Adopt Hieroglyphs;;;;;;;;;;;;;
adopt_hieroglyphs_desc;With the help of British translators, we have finally decoded a decent portion of the hieroglyphics in the ruins. While for the British it was a mere intellectual exercise, a way to showcase the splendor of their distant island, for us it has provided a perfect writing form to adopt for our upcoming empire. Who else holds the right to the great river than those who speak its old tongue?;;;;;;;;;;;;;
rebuild_napata_title;Rebuild Napata;;;;;;;;;;;;;
rebuild_napata_desc;It has been revealed to us, our glorious past. Our kings were not merely gods, no, they were Pharoahs. The truest of Pharoahs descended from the Kushite kings of old, usurped wrongfully from their domains millennia ago. Having rediscovered our past, we can rebuild our future from its ashes. Rebuild the ancient kingdom from its glorious capital of Napata!;;;;;;;;;;;;;
true_pharoah_of_egypt_title;The True Pharoah of Egypt;;;;;;;;;;;;;
true_pharoah_of_egypt_desc;Our throne has been reclaimed! The true pharoahs of all the river Nile have returned to their rightful thrones within the great pyramids. Where once their great tombs lied, now shall our thrones rise in their stead! Coincidentally, while the local Allah-worshippers wholesale reject us, it has come to our attention that a sizable minority, long-oppressed by them, has found our rule perhaps more tolerable, so long as we do not molest them.;;;;;;;;;;;;;
EVTNAME00102;Shilluk Warbands take Khartoum!;;;;;;;;;;;;;
EVTDESC00102;\n\nOver the early 1800s, much Egyptian expansion has been focused on pushing deep into the Sudan, dethroning the traditional powers in the region and establishing effective Egyptian colonial rule across the Nile. One of these powers, and for a time perhaps the greatest, was the Shilluk. While beaten down and presumed permanently broken in recent years, the Shilluk have daringly crossed downstream and seized Khartoum in the midst of our conflict with the Ottoman Turks. We can seldom afford a war with the diminished Shilluk at this delicate time, but we may be find them much stronger should we attempt to crush them later, or we may well find ourselves incapable of pushing the issue altogether. How must we respond?;;;;;;;;;;;;;
EVTOPTB00102;We can do nothing.;;;;;;;;;;;;;
EVTNAME00104;Shilluk Warbands claim the Sudan!;;;;;;;;;;;;;
EVTDESC00104;\n\nDespite our best efforts to stem Shilluk raids, it has come to pass that the barbarians in the south have claimed for their own the whole of the Sudan. Our rule loose and threatened by rebellion already, it is once again up to us whether we simply accept their ownership of yet more land in our domain, or fight the upstarts for it.;;;;;;;;;;;;;
EVTOPTA00104;We will destroy them!;;;;;;;;;;;;;
EVTNAME00105;Germanization;;;;;;;;;;;;;
EVTDESC00105;\n\nGermanization is the process whereby various Slavic and eastern peoples are subjected to assimilation and conversion policies in order to integrate them into a Germanic national identity. While the Austrian empire is known for being multilingual and generally more lenient in this manner than the rest of Germany, it still engaged in policies aimed at seeding German populations across its empire. Time has yet to show whether these policies will be expanded further to facilitate assimilation or whether they will be abandoned in favor of a truly multinational union.;;;;;;;;;;;;;
EVTOPTA00105;We will assimilate them eventually.;;;;;;;;;;;;;
EVTNAME00106;The Rise of Bach;;;;;;;;;;;;;
EVTDESC00106;\n\nIn the aftermath of the Hungarian Revolution, and the fall of Metternich from Austrian favor, the new influential figure in Austrian politics became that of Alexander von Bach. A 'wonderfully unprincipled man,' he was known for completely changing his views and positions on various issues based entirely on what benefitted the Austrian empire and his own position the most. A man who endorsed heavy-handed centralization, he is a force that will, should his ultimate programs succeed, unite the empire by force. \n\n§RIf Germany or Italy unify, Bach will be removed.§!;;;;;;;;;;;;;
EVTOPTA00106;A truly useful individual.;;;;;;;;;;;;;
EVTNAME00107;The Death of Bach;;;;;;;;;;;;;
EVTDESC00107;\n\nAfter a long and illustrious career as an influential part of Austrian politics, Alexander Freiherr von Bach has died.;;;;;;;;;;;;;
EVTOPTA00107;He was a truly illustrious politician.;;;;;;;;;;;;;
EVTNAME00108;The Decline of Bach;;;;;;;;;;;;;
EVTDESC00108;\n\nWhile Bach's influence in the Austrian state has been unparalleled for some years, recent failures in the Austrian military or foreign policy have placed the empire's status in Europe under threat, leaving Bach, the architect of Austrian internal affairs, as the logical scapegoat. While he may not necessarily lose his position, his influence will never quite define Austrian affairs ever again after this humiliation.;;;;;;;;;;;;;
EVTOPTA00108;A shame. He showed such promise.;;;;;;;;;;;;;
EVTNAME00109;A Standing Army of Soldiers;;;;;;;;;;;;;
EVTDESC00109;\n\nAlexander Freiherr von Bach is well-known for his highly conservative policies, one such being that of greatly expanding the Austrian standing army, in direct neglect of industrial expansion. Should this policy be continued or expanded?;;;;;;;;;;;;;
EVTOPTA00109;We shall explore his reforms.;;;;;;;;;;;;;
EVTOPTB00109;We will not be forgoing industry.;;;;;;;;;;;;;
EVTNAME00110;A Fawning Army of Sneaks;;;;;;;;;;;;;
EVTDESC00110;\n\nAnother policy of Bachs has been one of greatly expanding the intelligentsia, censoring the press and covertly arresting political opponents. While this is highly unpopular, it does greatly reduce the organization of our political opponents.;;;;;;;;;;;;;
EVTOPTA00110;We will explore his reforms.;;;;;;;;;;;;;
EVTOPTB00110;We will not be enflaming nationalists.;;;;;;;;;;;;;
EVTNAME00111;The Centralization Process - Dismantling Hungary;;;;;;;;;;;;;
EVTDESC00111;While the Austrian Empire has a long way to go in bringing about truly centralized control over the realm, the first and most glaring issue remains the first and most important to resolve, that of the Hungarian crown. The Hungarian crown is the largest and most troublesome of the Habsburg domains, a long history of rebellions and disloyalty accompanying its shared history with the crown of Austria. While attempts have been made to curb its substantial autonomy within the empire in order to solidify Austrian rule, there have been none as comprehensive as the campaign it is about to undergo. The full dismantling of Hungary is underway, and only should it be successful can the Austrian empire become an empire in the truest sense, united in purpose and identity under the Habsburg crowns. While Hungary may protest, the government is confident it can put down any attempted rebellion that may soon come.;;;;;;;;;;;;;
EVTOPTA00111;The Hungarian Crown belongs to Austria, and not the other way around.;;;;;;;;;;;;;
EVTNAME00112;The Second Hungarian Revolution;;;;;;;;;;;;;
EVTDESC00112;The response to the Austrian reforms has been remarkably predictable, all things considered. In the interlude to a rebellion, a new Hungarian diet has been illegally convened in Budapest, declaring itself the sole legal authority over the Hungarian crown, and rejecting the Habsburgs as illegitimate pretenders to the nation. With their declaration, and the defecting of many hungarian soldiers and citizens to their cause, the second Hungarian revolution has begun.;;;;;;;;;;;;;
EVTOPTA00112;We will put this rebellion down.;;;;;;;;;;;;;
EVTNAME00113;The Hungarian Revolution - Aftermath;;;;;;;;;;;;;
EVTDESC00113;How predictably, the Hungarian rebels have once again fallen to the might of the Austrian Empire. With this victory, the crown of Hungary has finally been dissolved and fully integrated into the empire.;;;;;;;;;;;;;
EVTOPTA00113;The Hungarian Crown is dissolved.;;;;;;;;;;;;;
EVTNAME00114;Centralization Program - Finishing Touches;;;;;;;;;;;;;
EVTDESC00114;With the Hungarians dealt with, the rest of the empire can be integrated as is necessary to ensure Austrian hegemony is secured henceforth. Other provinces of the Empire have been strengthened and expanded, Hungarian, Serbian, and other forms of leadership deemed untrustworthy being replaced with more loyal Germanic or Polish authorities, in order to ensure continued Habsburg rule.;;;;;;;;;;;;;
EVTOPTA00114;The Habsburg crown is supreme.;;;;;;;;;;;;;
EVTNAME00115;The Benelux Territories;;;;;;;;;;;;;
EVTDESC00115;\n\nWith the conquest of the Benelux territories complete, the kingdom of Belgium is dissolved and integrated into the Dutch provinces.;;;;;;;;;;;;;
EVTOPTA00115;The Netherlands is one and whole under us.;;;;;;;;;;;;;
EVTDESC4207074;\n\nA British force has crossed the Niagara River to board and sink a US steamer, the Caroline, where it was moored at Schlosser's Landing in U.S. territory. Shots were exchanged and an American watchmaker was killed, before the force set fire to the Caroline and set it adrift in the Niagara River, about two miles above Niagara Falls. William Lyon Mackenzie, the leader of the Upper Canada Rebellion, a revolt bringing chaos to Canada, had recruited hundreds of Americans who were encamped on Navy Island on the Canadian side of the Niagara River. They had been brought there by the Caroline, leading the British to destroy it in a raid. This violation of American sovereignty has caused outrage among the American people. Many inhabitants of towns bordering Canada are demanding the U.S. government declare war on Britain or at least demand compensation.;;;;;;;;;;;;;
EVTDESC4207075;\n\nSome of our forces briefly crossed the Niagara River to board and sink a US steamer, the Caroline, where it was moored at Schlosser's Landing in U.S. territory.  Shots were exchanged and an American watchmaker was killed, before the force set fire to the Caroline and set it adrift in the Niagara River, about two miles above Niagara Falls. William Lyon Mackenzie, the leader of the Upper Canada Rebellion, had recruited hundreds of Americans who were encamped on Navy Island on the Canadian side of the Niagara River. They had been brought there by the Caroline, leading our force to destroy it in a raid. The Americans have, in response, demanded that we pay compensation and apologize for our violation of their sovereignty. How shall we respond?;;;;;;;;;;;;;
EVTDESC4207076;\n\nBritish minister to the United States, Lord Ashburton, has unduly apologized for the recent violation of American territorial sovereignty. British officials have arrested the militiamen responsible and agreed to pay full compensation for the incident.;;;;;;;;;;;;;
EVTDESC4207078;\n\nBritish minister to the United States, Lord Ashburton, has refused to apologize for the recent violation of American territorial sovereignty. The leader of the militia responsible for the incursion, Canadian colonel Allan MacNab, has even been granted a knighthood. This infuriating offense has lead many American politicians to the conclusion that perfidious Albion has crossed a line.;;;;;;;;;;;;;
EVTDESC4207079;\n\nIn response to our refusal to pay compensation for the recent incursion into US territory, the American government has backed down. With America in recession due to the Panic of 1837, the US is in too much turmoil to commit to a war against our mighty navy and skilled army.;;;;;;;;;;;;;
EVTDESC4207081;\n\nIn response to our refusal to pay compensation for the recent incursion into US territory, the American government has declared war. After having demanded compensation, the US government is under immense pressure to respond with force, as anything less would cause riots among the outraged American populace.;;;;;;;;;;;;;
EVTDESC4207080;\n\nSome of our forces briefly crossed the Niagara River to board and sink a US steamer, the Caroline, where it was moored at Schlosser's Landing in U.S. territory.  Shots were exchanged and an American watchmaker was killed, before the force set fire to the Caroline and set it adrift in the Niagara River, about two miles above Niagara Falls. William Lyon Mackenzie, the leader of the Upper Canada Rebellion, had recruited hundreds of Americans who were encamped on Navy Island on the Canadian side of the Niagara River. They had been brought there by the Caroline, leading our force to destroy it in a raid. The Americans have, in response, begun an invasion with the goal of annexing Upper Canada. Some are invoking rhetoric of the American Revolutionary War, with this conflict being the continuation of the British-American rivalry.;;;;;;;;;;;;;
CHESSTRIUMPOVERGERMANY;\n\nCurt von Bardeleben, a man known to be one of the best chess players of our time, started playing chess at the age of ten and quickly grew to be a force to be reckoned with. He stopped law school for a while to improve his chess skills. However, his skills have failed to save him from William Steinitz. While Curt held his line and kept his composure until the midgame, he would eventually lose his pawns one by one after a crucial mistake. Instead of conceding the win to his opponent, he simply stood up and left the game. He later explained that he was disturbed by the applause of the spectators.;;;;;;;;;;;;;
EVT187751DESC;\n\nThe deadliest hurricane in the history of Cuba has passed over the province of Camagüey. The cyclone had a path through the Caribbean Sea atypical to most hurricanes developing late in the Atlantic hurricane season. 2870 People have died in the town of Santa Cruz del Sur due to the storm's six and a half meter storm surge that obliterated the settlement. A further 163 people have died across Cuba due to the storm's strong winds, storm surges, and rain devastating extensive portions of central and eastern Cuba. Material damages are estimated to be about 40 million dollars.;;;;;;;;;;;;;
EVT187752DESC;\n\nAn immensely destructive hurricane has struck eastern Hispaniola. Making landfall near Santo Domingo with winds estimated at 155 miles per hour, it had passed 60 miles southwest of Puerto Rico. A gust of 180 miles per hour was recorded by a Pan-American Airways anemometer located in Santo Domingo before it was blown away. The storm has left a path of destruction about 20 miles wide, leveling three entire districts of the city. Somewhere between two and eight thousand people have died. Thankfully, The mountains of the interior have rapidly weakened the hurricane, decreasing the winds to tropical storm status.;;;;;;;;;;;;;
EVT187753DESC;\n\nLouisiana has been hit by the deadliest hurricane in the history of the state and our nation. The hurricane made landfall on southeastern Louisiana near Chenière Caminada at peak strength, with 130 mile per hour winds driving a massive storm surge that killed an estimated 2000 people. The swath of coastal damage spans 500 miles, extending from Louisiana's Timbalier Bay eastward to Pensacola, Florida. The area of southeastern Louisiana between New Orleans and Port Eads suffered the most damage, including complete destruction of property and much of the area's crops such as orange, sugar, and rice.;;;;;;;;;;;;;
EVT187754DESC;\n\nA devastating hurricane has caused severe damage in Florida. Strong winds struck southern Florida as the hurricane moved ashore, with three unofficial reports of 100 miles per hour. The hurricane has left thousands of people homeless in Florida. Property damage is estimated at $25 million. In addition to the human fatalities, 1278 livestock and 47389 poultry were killed, respectively. Approximately 6% of oranges and 18% of grapefruit are ruined, respectively. Across Florida, 32 thousand households have been left without telephone service as 400 poles are broken and about 2500 others are leaning due damage caused by the strong winds.;;;;;;;;;;;;;
EVT187755DESC;\n\nWestern Cuba has been impacted by a powerful hurricane. High winds and torrential rainfall have flooded streets, destroyed crops, and damaged plantations. In particular, the storm has caused substantial damage to the tobacco in the region of Vuelta Abajo. Many towns are also severely damaged or destroyed. The city of Casilda is devastated, while the town of Batabanó has been inundated by flood waters. Thousands of peasants have been left homeless due to the cyclone. Losses in Havana are also extensive. Along the shore, scores of ships carrying valuable cargo have sunk while goods stored on local wharves and barges have been damaged.;;;;;;;;;;;;;
LANGUEDOCREVOLT;\n\nUnrest of massive proportions has erupted in the Languedoc-Rousillon wine region. Amid crop failure in 1902 and 1903, the government allowed the chaptalization of wine, which is the addition of sugar before fermentation to increase alcohol content and overall volume of wine. This, combined with growing imports from Algeria, Italy and Spain as well as good harvests, has caused a huge overproduction of wine, reducing its value by 7 francs per hundred liters. Angry impoverished vintners have taken to the streets, forming massive protests of 100,000 in Narbonne, 150,000 in Béziers, 200,000 in Perpignan, 250,000 in Carcassone, 300,000 in Nîmes and 800,000 in Montpellier. A vote of no confidence against the president has been launched as the military is being dispatched to restore order to the South.;;;;;;;;;;;;;
CHAMPAGNERIOTS;\n\nRiots have broken out in the Aube valley wine region. The vintners are upset that the newly issued 'Appellation d'Origine Contrôlée', a law regulating the usage of the word 'Champagne' that requires grapes used in the fluid to have been grown in the Marne valley wine region. The vintners of the Aube, however, also consider themselves as living in the Champagne and are extremely upset at their exclusion, especially considering recent crop failures. Likewise, the vintners of the Marne are upset that the inclusion of the Aube is even being considered, as they view the region as 'foreign' and incapable of producing true Champagne. This has lead to widespread riots in the Aube in which many homes have been ransacked and pillaged. 40 thousand troops have been called in to restore order to the region.;;;;;;;;;;;;;
ROSSEXPEDITION;\n\nJohn Ross has returned from his Second Arctic Expedition to discover the Northwest Passage financed by gin magnate Felix Booth for which he had left in 1829 in his ship, the Victory, a side-wheel steamer with paddles that can be lifted away from the ice. The expedition reached the Gulf of Boothia where no European had ever sailed before. There, the ship became entrapped in the ice for two years before being abandoned. In that time, James Clark Ross, an officer aboard the ship, made several journeys across the ice, becoming the first European to reach the Magnetic North Pole. On their return trip, the expedition trekked across the ice to open water. There, they were rescued by the whaler Isabella that returned them to England. John Rosss has been knighted by the Queen for this feat of heroic proportions.;;;;;;;;;;;;;
GREATDISRUPTION;\n\nThe Church of Scotland has always claimed an inherent right to exercise independent spiritual jurisdiction over its own affairs. The right of patronage, however, in which the patron of a parish has the right to install a minister of his choice, has become a point of contention. Many church members believe that this right infringes on the spiritual independence of the church. Others feel that this right is a property of the state. This conflict, simmering since the early 1700s, has resulted in a schism in which the new Free Church of Scotland has been formed. In a special meeting in St Andrew's Church in Edinburgh, the Disruption Assembly, 474 of about 1,200 ministers of the Church of Scotland declared their departure from the church. They must now finance and organize their new church from scratch.;;;;;;;;;;;;;
PUNTIHAKKA;\n\nAn extremely bloody conflict has broken out in the Pearl River Delta region of Guangdong. During the Red Turban Rebellion in Canton, the Hakka people had helped the imperial army raid Punti villages to kill the rebels and any real or suspected sympathizers, including villagers who had been forced to pay taxes to the Red Turbans. That has precipitated open hostility between the Hakka and the Punti, with the Punti attacking Hakka villages in revenge. Battles rage in which both sides fortify their villages with walls, destroy bridges and roads, and raise armies as best they can. Entire villages are involved in the fighting, with all able-bodied men called to fight.;;;;;;;;;;;;;
MEATRIOTS;\n\nViolent riots have taken place in Santiago de Chile. The reason that motivated the populace to rise up is the recent introduction of tariffs against Argentinean beef introduced by the current protectionist government to combat the devaluation of Chilean beef by increasingly cheap imports from Argentina. This measure has proven extremely unpopular among the people, as the price of beef has risen significantly, making it too expensive for those in poverty, leading to the formation of 'La Comité Central de Abolición del Impuesto al Ganado' or the Central Committee for the Abolishment of the Livestock Tariff. Over fifty thousand people assembled to protest against the tariff. While many remained non-violent, others began looting stores and attacking government buildings, causing to bloody clashes with police in which 230 protesters and 20 policemen died.;;;;;;;;;;;;;
ITALIANMASSACRE;\n\nA massacre has taken place in the town of Aigues-Mortes, located in the Camargue. Unemployed French workers got into a brawl with low-wage Italian immigrant laborers working for the 'Compagnie des Salins du Midi' where they harvested seasalt from evaporation ponds. Despite an attempt at intervention by the gendarmes, a mob of angry locals massacred Italian workers, beating them with clubs, shooting them with rifles and drowning them in the sea. Nine deaths have been confirmed, but estimates range up to several dozen. No convictions have been made. In response, rioters in Rome smashed the windows of the French embassy and trams owned by a French company were set on fire in Genoa and Naples.;;;;;;;;;;;;;
PILTDOWNMAN;\n\nBone fragments of a previously unknown early human have been found! Though there are some doubts about their authenticity, the remains are broadly accepted as belonging to an extinct species of hominid, the 'Eoanthropus dawsoni', named after the famed discoverer of the remains, paleoanthropologist Charles Dawson. He made the initial find in Pleistocene gravel beds near Piltdown, East Sussex. He and Arthur Smith Woodward, Keeper of Geology at the Natural History Museum, excavated the area, unearthing more bones and artifacts, including skull fragments, a set of teeth, a jawbone and primitive tools connected to the same individual. Woodward has reconstructed the skull fragments and hypothesizes that they are 500,000 years old.;;;;;;;;;;;;;
SELKNAMGENOCIDE;\n\nFollowing the gold rush in Isla Grande de Tierra del Fuego, economic development of the island has begun picking up speed. With gold slowly drying up, settlers have begun taking up lucrative cattle ranching. The local natives, named the Selk'nam, are perceived by the ranchers as a major obstacle to the success of their investments. They have therefore begun hiring professional hunters to systematically exterminate them. The shareholders of 'Sociedad Explotadora de Tierra de Fuego', the 'Company for the Exploitation of Tierra de Fuego', are strategically hiding details of this genocide from the public to ensure that human rights don't get in the way of their profits.;;;;;;;;;;;;;
FLOURRIOT;\n\nAfter two successive years of wheat crop failures and an inflationary boom fueled by foreign investment, commodity prices in New York have begun to skyrocket over the Winter. This has lead radical extremists, the Locofocos, to stage violent riots in the city, plundering private storerooms filled with sacks of hoarded flour. Crowds assaulted warehouses, broke down doors and windows and rolled barrels of flour into the streets. Police and the national guard arrived soon after, dispersing the crowd but failing to prevent large-scale theft. 500-600 barrels of flour and 1000 bushels of wheat have been stolen or destroyed.;;;;;;;;;;;;;
VERSAILLESACCIDENT;\n\nThe deadliest train accident in world history has occurred in the cutting between Meudon and Bellevue stations on the railway between Versailles and Paris. The train was traveling to Paris when it derailed after the leading locomotive broke an axle, and the carriages behind piled into it and caught fire. Deaths are estimated to be between 52 and 200 as the fire was so intense that the number of fatalities cannot be determined. The victims could not escape the wreckage because they were locked in their compartments as is custom. Hundreds more have been seriously injured.;;;;;;;;;;;;;
BANKWAR;\n\nThe issue of rechartering the Bank of the United States or B.U.S. has taken center-stage in the ongoing electoral campaign. Incumbent president Andrew Jackson has denounced the Bank as a 'moneyed tribunal' and is arguing for 'a hard money policy against a paper money policy'. Conversely, the National Republicans under Senator Henry Clay have introduced recharter bills in both the House and the Senate that both passed with a majority. In response, Andrew Jackson has vetoed the bills, an unprecedented violation of the legislative authority of Congress. Jackson argues that the president, when acting in the interests of the American people, isn't bound to the decisions of the Supreme Court, nor to forced to comply with legislation passed by Congress. This extremely controversial move has lead the National Republicans to accuse Jackson of violating the constitution, comparing him to absolute monarchs.;;;;;;;;;;;;;
PATENTOFFICEFIRE;\n\nPatent documents amounting to the past fifty years of American inventions have gone up in flames. All 9957 patents and 7000 patent-related models have been lost. The disaster was caused by a fire in the Patent Office, where employees stored firewood and hot ashes precariously near one another. When the building began to burn, the 16 year-old fire hose purchased by congress was too leaky to function and a bucket brigade proved ineffective. This calamitous incident has tragically set back American research, as many inventions recorded in the patents have been  entirely lost to time. The construction of a new fire-proof patent office has already begun.;;;;;;;;;;;;;
ANDIJANUPRISING;\n\nA nationalist rebellion has occurred in the town of Andijan, located in the former Khanate of Kokand. Around 1500 men surrounded our forces' camp located there, taking them by complete surprise. Thankfully, our skilled troops regrouped quickly and routed the rebels, ending the revolt in only 15 minutes. Twenty-two soldiers have died and sixteen are wounded. Of the attackers, eighteen have been executed, including the leader, Muhammad Ali Madali, who had been declared khan the day before. The rest were arrested and condemned to forced labor or exile to Siberia. Most of the rebels were Kyrgyz muslims infuriated by the Russian non-compliance with sharia law, the ban on pilgrimages to Mecca and the abolition of zakat or religious tax.;;;;;;;;;;;;;
PAISASSASSINATION;\n\nPresident Sidónio Bernardino Cardoso da Silva Pais is dead. In the Lisboa-Rossio Railway Station, as the president passed the assassin, left-wing activist José Júlio da Costa, the latter penetrated the double police cordon that surrounded the former and fired two shots from the pistol hidden under his cloak. Pais was an extremely controversial president. While he is immensely popular among the general population for undoing the separation of church and state and re-establishing diplomatic relations with the Vatican, his unconstitutional actions were despised by the liberals. Whether or not it was his intention, Pais has left a permanent mark on Portugal that has damaged democracy and reduced governmental stability. His last words were:;;;;;;;;;;;;;
BOBRIKOVASSASSINATION;\n\nNikolay Ivanovich Bobrikov, Governor-General of Finland and the Finnish Military District since 1898, has been assassinated. He became extremely unpopular due to the centralization measures recently imposed on Finland leading to its loss of autonomy. He also instituted measures meant to russify Finland, such as requiring that all correspondence between government offices be conducted in Russian and that education in the Russian language was to be increased in schools. Bobrikov was shot three times by Eugen Schauman, a Finnish nationalist born in Kharkov who committed suicide immediately thereafter.;;;;;;;;;;;;;
SILENTPARADE;\n\n10,000 African Americans have conducted a silent march along Fifth Avenue in New York City. The event was organized by the NAACP as well as church and community leaders to protest violence directed towards African Americans, such as recent lynchings in Waco and Memphis. The parade was precipitated by the East Saint Louis riots, in which at least 40 black people were brutally murdered by white mobs. The silent march hoped to promote anti-lynching legislation and counter the dehumanization of African Americans. The parade marks the first large black-only protest in New York.;;;;;;;;;;;;;
