key;english;;;;;;;;;;;;;
EVTDESC5858550;\n\nChile has agreed to pay us reparations.;;;;;;;;;;;;;
EVTDESC5858551;\n\nChile has refused to pay us reparations.;;;;;;;;;;;;;
EVTDESC35402;\n\nWe are at war against Italy.;;;;;;;;;;;;;
EVTDESC16121922;\n\nThe United Kingdom has informed us that they refuse to relinquish their claims on Pirara, leaving only the method of settlement the field of battle.;;;;;;;;;;;;;
EVTDESC16121923;\n\nThe British have won the arbitration, and now - rightfully - claim Pirara. Do we oppose the results?;;;;;;;;;;;;;
EVTDESC16121924;\n\nVittorio Emanuele II has decided to split the disputed territory. Shall we agree to this settlement?;;;;;;;;;;;;;
EVTDESC16121925;\n\nVittorio Emanuele II has decided to award the entirety of Pirara to the Brazilians. Do we accept this clearly unfair outcome?;;;;;;;;;;;;;
EVTDESC16121926;\n\nVittorio Emanuele II has awarded all of Pirara to us, disregarding the flawed arguments of the Brazilians who angrily rejected the outcome.;;;;;;;;;;;;;
EVTDESC16121927;\n\nVittorio Emanuele II has awarded all of Pirara to us, disregarding the flawed arguments of the Brazilians who sullenly accepted the outcome.;;;;;;;;;;;;;
EVTDESC16121928;\n\nThe British have accepted the results of the arbitration and the dispute is settled.;;;;;;;;;;;;;
EVTDESC16121934;\n\nThe Japanese have voiced their concerns but largely let the incident slide, not demanding any recompense or apology.;;;;;;;;;;;;;
EVTDESC161219341;\n\nJapan has backed down from its threats, evidently not willing to fight a war over a diplomatic squabble.;;;;;;;;;;;;;
EVTDESC16121935;\n\nThe Japanese have demand an apology for the acts of our sailors in Nagasaki under the threat of retribution should we not comply.;;;;;;;;;;;;;
EVTDESC16121936;\n\nThe Chinese have fully apologized for the conduct of their sailors, taking full responsibility for all wrongs committed.;;;;;;;;;;;;;
EVTDESC16121937;\n\nThe Chinese have refused to apologize, snidely explaining that they are not responsible for the actions of a couple sailors on leave.;;;;;;;;;;;;;
EVTDESC18482192;\n\nA conference of American and Metis fur traders have begun meetings to deliberate local policy. Held at the trading post of Champoeg, these meetings have become the first 'government' this remote has seen.;;;;;;;;;;;;;
EVTDESC18482203;\n\nNow that Egypt has been annexed, the island of Thassos that it had controlled is ours for the taking.;;;;;;;;;;;;;
EVTDESC18482210;\n\nHello from the other side. I must've called a thousand times. To tell you I'm sorry for everything that I've done. But when I call, you never seem to be home;;;;;;;;;;;;;
EVTDESC18482221;\n\nAfter negotiations with the government of Texas and the overthrow of their unwilling president Sam Houston, the Lone Star State has joined the Confederacy.;;;;;;;;;;;;;
EVTDESC18482273;\n\nAfter winning against the Ottomans and them unconditionally surrendering, we can now get what's ours.;;;;;;;;;;;;;
EVTDESC184822731;\n\nAfter winning against the Ottomans and them unconditionally surrendering, we can now get what's ours.;;;;;;;;;;;;;
EVTDESC184822741;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC18482274;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC184822751;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC18482275;\n\nDo you want to annex Tunis?;;;;;;;;;;;;;
EVTDESC184822761;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC184822762;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC18482276;\n\nDo you want to annex Iraq?;;;;;;;;;;;;;
EVTDESC18482277;\n\nDo you want to annex Cyprus?;;;;;;;;;;;;;
EVTDESC18482278;\n\nDo you want to annex Southern Anatolia?;;;;;;;;;;;;;
EVTDESC184822791;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC184822792;\n\nDo you want to annex Tripoli?;;;;;;;;;;;;;
EVTDESC18482279;\n\nDo you want to annex Central Anatolia?;;;;;;;;;;;;;
EVTDESC18482280;\n\nDo you want to annex Konya?;;;;;;;;;;;;;
EVTDESC184823053;\n\nThe Matabele are on a fighting retreat, and have entered our lands to the west. Should we stop their path?;;;;;;;;;;;;;
EVTDESC184823055;\n\nWe are on a fighting retreat, and have entered Bamangwato territory. They have let us in.;;;;;;;;;;;;;
EVTDESC184823056;\n\nWe are on a fighting retreat, and have entered Bamangwato territory. They though haven't let us in.;;;;;;;;;;;;;
EVTDESC184823062;\n\nOur neighbors, seeing our weakness in other fronts, have decided to annex part of our territory. We must retaliate!;;;;;;;;;;;;;
EVTDESC31720;\n\nThe Catalans have been seeking independence for decades and have now revolted for the Carlist cause. A rebellion is brewing in Barcelona, and there is more and more violence in the streets.;;;;;;;;;;;;;
EVTDESC184823381;\n\nWith $FROMCOUNTRY$ conquering Ghat, we have to take over Ghadames.;;;;;;;;;;;;;
EVTDESC184823572;\n\nAfter the meeting with the $FROMCOUNTRY_ADJ$ on the island of Bourbon, we have succeeded in gaining protection.;;;;;;;;;;;;;
EVTDESC184823573;\n\nDespite meeting with the $FROMCOUNTRY_ADJ$ on the island of Bourbon, we were unable to gain their protection.;;;;;;;;;;;;;
EVTDESC184823574;\n\nAfter the French annexation of Madagascar, the French have decided to integrate us into their colony.;;;;;;;;;;;;;
EVTDESC18482358;\n\nNosy Be has been annexed by another power, and our overlordship has changed to them.;;;;;;;;;;;;;
EVTDESC184823581;\n\nAfter our annexation of Nosy Be, the Antankarana Kingdom now claims that we're their overlord.;;;;;;;;;;;;;
EVTDESC184823582;\n\nThe $FROMCOUNTRY_ADJ$ have refused becoming our overlord and have instead launched an expedition into our kingdom.;;;;;;;;;;;;;
EVTDESC184823583;\n\nThe $FROMCOUNTRY_ADJ$ have refused becoming our overlord and have let us free.;;;;;;;;;;;;;
EVTDESC18482414;\n\nAfter winning the Sonderbund War, we can now establish our rule under Switzerland!;;;;;;;;;;;;;
EVTDESC18482421;\n\nWe have created a Finnish-led Scandinavia, but we still lay claim to Finland. Should we settle our claims?;;;;;;;;;;;;;
EVTDESC18482422;\n\nYou have applied.;;;;;;;;;;;;;
EVTDESC18482426;\n\nWe have finally defeated Matamba, forcing them to become our vassal.;;;;;;;;;;;;;
EVTDESC18482427;\n\nWe have finally defeated Kassanje, forcing them to become our vassal.;;;;;;;;;;;;;
EVTDESC18482428;\n\nAfter some years of domination, we can now formally annex our vassals in Angola.;;;;;;;;;;;;;
EVTDESC18482429;\n\nAfter some negotiations on $FROMCOUNTRY$'s borders, we have acquired Mitembie.;;;;;;;;;;;;;
EVTDESC184824301;\n\nThe Spaniards have gotten treaties with local coastal chiefs which have rendered us a vassal of the Spanish.;;;;;;;;;;;;;
EVTDESC184824327;\n\nNow that we border Jallon, we could ally their enemies and end their jihad.;;;;;;;;;;;;;
EVTDESC184824321;\n\nThe Segu are in a campaign to end all Fula jihads, and they have asked us forr an alliance. Should we join?;;;;;;;;;;;;;
EVTDESC184824322;\n\nGabu has rejected fighting against the jihad.;;;;;;;;;;;;;
EVTDESC184824323;\n\nGabu has accepted fighting against the jihad.;;;;;;;;;;;;;
EVTDESC184824324;\n\nSegu and Gabu have united against us to end our Jihad.;;;;;;;;;;;;;
EVTDESC184824325;\n\nSegu and Gabu have united against Jallon to end our Jihad. Must we help them?;;;;;;;;;;;;;
EVTDESC184824326;\n\n$FROMCOUNTRY$ has agreed to join us in our jihad.;;;;;;;;;;;;;
EVTDESC18482432;\n\nOur state might deserve independence after all these years of oppression..;;;;;;;;;;;;;
EVTDESC184824328;\n\n$FROMCOUNTRY$ has decided to wait for the Mahdi alone.;;;;;;;;;;;;;
EVTDESC184821328;\n\nOur state might deserve independence after all these years of oppression..;;;;;;;;;;;;;
EVTDESC184821329;\n\n$FROMCOUNTRY$ has decided to sail the Niger river alone.;;;;;;;;;;;;;
EVTDESC184824343;\n\nThe Hamidites have refused our election, claiming it is fraudulent, and have started an insurrection in Adamawa.;;;;;;;;;;;;;
EVTDESC184824347;\n\nSanda bin Adama, after much debate, has been given the flag of the jihad, and may now be our Lamido.;;;;;;;;;;;;;
EVTDESC184824348;\n\nSokoto has declared we have assassinated their Lamido and now are launching a punitive expedition.;;;;;;;;;;;;;
EVTDESC18482435;\n\nOur state might deserve independence after all these years of oppression..;;;;;;;;;;;;;
EVTDESC184824351;\n\nMandara has decided to declare independence from us based upon their new-found military self-reliance.;;;;;;;;;;;;;
EVTDESC184824383;\n\nThe $FROMCOUNTRY_ADJ$ have favoured us in the arbitration.;;;;;;;;;;;;;
EVTDESC184824384;\n\nThe Americans have favoured Guatemala in the arbitration. Should we accept?;;;;;;;;;;;;;
EVTDESC184824385;\n\nThe Americans have favoured Honduras in the arbitration. Should we accept?;;;;;;;;;;;;;
EVTDESC184824386;\n\nGuatemala will conserve an Atlantic Coast and stop claiming any Honduran territory. Do we accept?;;;;;;;;;;;;;
EVTDESC184824381;\n\nThe $FROMCOUNTRY_ADJ$ have refused to settle our border in the name of democracy.;;;;;;;;;;;;;
EVTDESC184824411;\n\nThe Caliphate has made us more autonomous and now we may declare our own jihads.;;;;;;;;;;;;;
EVTDESC184824412;\n\nThe Caliphate has made us less autonomous.;;;;;;;;;;;;;
EVTDESC184824421;\n\nThe Caliphate has made Tibati an autonomous Emirate not of us, but of themselves. We should act against this.;;;;;;;;;;;;;
EVTDESC184824422;\n\nAdamawa has revolted against Atiku's decision of releasing Tibati from us.;;;;;;;;;;;;;
EVTDESC184824423;\n\nAtiku has reverted its decision and would let us return to the Sokoto Caliphate as an Autonomous Emirate.;;;;;;;;;;;;;
EVTDESC184824424;\n\nAdamawa has stopped revolting against Atiku's decision of releasing Tibati and him having been wounded in a battle.;;;;;;;;;;;;;
EVTDESC184824431;\n\nGwandu has been occupied successfully and we have recovered our lands. What should we do?;;;;;;;;;;;;;
EVTDESC184824432;\n\nGobir has been occupied successfully. What should we do?;;;;;;;;;;;;;
EVTDESC184824443;\n\nBornu has suggested ceding Gashua in return for Azare, and stopping all border disputes.;;;;;;;;;;;;;
EVTDESC18482446;\n\nGriqualand East has been our satellite for years, and it is too weak to resist raids. Should we annex it?;;;;;;;;;;;;;
EVTDESC184824481;\n\nThe Ngoni have launched war onto our borderlands to form their own empire in our place. If we win, we'll be able to force them out.;;;;;;;;;;;;;
EVTDESC18482449;\n\nWe have won against Gaza and now we can form our own Ngoni state in the region.;;;;;;;;;;;;;
EVTDESC18482450;\n\nWe have won against the Ngoni and now we can force them out of the region.;;;;;;;;;;;;;
EVTDESC184824501;\n\nWe have been disarmed by the Gaza Empire, and we now should move away to Maravi, where we could form our state.;;;;;;;;;;;;;
EVTDESC184824502;\n\nThe Ngoni have fled from their lands in Zulu for now decades, and they have lost a war in Gaza. Now, they have moved here.;;;;;;;;;;;;;
EVTDESC184824503;\n\nWe have won against the Ngoni and now we can force them out of the region.;;;;;;;;;;;;;
EVTDESC184824504;\n\nThe Ngoni have lived in lands which are ours for now 3 years, and we should move them out.;;;;;;;;;;;;;
EVTDESC184824505;\n\nThe $FROMCOUNTRY_ADJ$ have attacked us from the other side of the Zambezi and forced us out.;;;;;;;;;;;;;
EVTDESC18482452;\n\nThe Shona's hold over the mountain ranges of the North is weakening by the day. Should we raid northwards?;;;;;;;;;;;;;
EVTDESC184824537;\n\nThe Shona have been pacified and are now under our grasp. Should we continue to the Zambezi?;;;;;;;;;;;;;
EVTDESC18482453;\n\nTo continue with our raids northwards, we have to attack Portugal directly. Should we send them an ultimatum?;;;;;;;;;;;;;
EVTDESC184824531;\n\nThe Gaza have sent us an ultimatum declaring the Middle Zambezi and Prazos part of their Empire. Should we comply?;;;;;;;;;;;;;
EVTDESC184824532;\n\nThe Portuguese have agreed to an ultimatum declaring the Middle Zambezi and Prazos part of our empire.;;;;;;;;;;;;;
EVTDESC184824533;\n\nThe Portuguese have refused an ultimatum declaring the Middle Zambezi and Prazos part of our empire.;;;;;;;;;;;;;
EVTDESC18482454;\n\nThe Chikunda, a warrior society, has taken over our entire territory and started raiding the Gaza Empire.;;;;;;;;;;;;;
EVTDESC18482455;\n\nThe Chikunda, a warrior society, has taken over our entire territory.;;;;;;;;;;;;;
EVTDESC18482456;\n\nThe Chikunda, a warrior society, has taken over our entire territory.;;;;;;;;;;;;;
EVTDESC184824561;\n\nThe Maravi have been taken over by Chikunda warriors, and have laid claim to Songo. Should we give in?;;;;;;;;;;;;;
EVTDESC18482457;\n\nThe Tswana, in spite of heightened tensions with the arrival of the Boers and Nguni raids, have started migrating westwards.;;;;;;;;;;;;;
EVTDESC18482458;\n\nThe Songhai have revolted all over our west, and are menacing our lands to their south. Should we retaliate?;;;;;;;;;;;;;
EVTDESC18482459;\n\nNaser al-Din Shah has been undermining the sovereignty of our vassals to the West, and now has chosen to centralise them.;;;;;;;;;;;;;
EVTDESC18482460;\n\nQu'aiti has seceded from our state, annexing more than 60% of our territory to them.;;;;;;;;;;;;;
EVTDESC18482462;\n\nThe Zarma, employed as mercenaries in Dagomba, have moved northwards and annexed part of our lands.;;;;;;;;;;;;;
EVTDESC18482464;\n\nA party of Nguni have burned down multiple of our towns, and the local Tswana have taken the oportunity to raid our towns and commit massacres.;;;;;;;;;;;;;
EVTDESC184824651;\n\nThe Makololo are launching raids against our state to create a new state. Should we surrender?;;;;;;;;;;;;;
EVTDESC184824657;\n\nWe have been successful in our conquest of baTawana.;;;;;;;;;;;;;
EVTDESC54665429;\n\n$FROMCOUNTRY$ has accepted to become our protectorate.;;;;;;;;;;;;;
EVTDESC18482465;\n\nWe have been successful in our battles against the Makololo.;;;;;;;;;;;;;
EVTDESC18482466;\n\nWe have been successful in our conquest of the Lozi.;;;;;;;;;;;;;
EVTDESC184824662;\n\nWe have been successful in our war against the Makololo.;;;;;;;;;;;;;
EVTDESC184824661;\n\nThe Makololo have started raiding our south and want to claim our throne.;;;;;;;;;;;;;
EVTDESC18482467;\n\nWe have won the war, but the baTawana refuse being under our rule. baTawana is worthless and underpopulated, should we keep it?;;;;;;;;;;;;;
EVTDESC18482468;\n\nThe Lozi have revolted all over our kingdom. Our state is coming to an end.;;;;;;;;;;;;;
EVTDESC18482469;\n\nOur ruler has finally come of age, and the EIC has recognized him as our monarch.;;;;;;;;;;;;;
EVTDESC18482470;\n\nWe have won against the Khojas and reinstated colonial rule over Xinjiang.;;;;;;;;;;;;;
EVTDESC18482471;\n\nWe have won against the Khojas and reinstated colonial rule over Xinjiang.;;;;;;;;;;;;;
EVTDESC184824711;\n\nAfter our defeat in Xinjiang we have been forced to accept their demands.;;;;;;;;;;;;;
EVTDESC18482473;\n\nWe have been losing influence in Zanzibar since the Nejdi invasion in 1810. If we move our capital to the region, we will be able to justify retaking it.;;;;;;;;;;;;;
EVTDESC18482474;\n\nAfter our defeat in Sokoto we have been forced to accept their demands.;;;;;;;;;;;;;
EVTDESC18482476;\n\nWe own lands that are claimed by $FROMCOUNTRY$ founded in talks with the rest of the colonial nations in Africa. Should we accept to cede them?;;;;;;;;;;;;;
EVTDESC184824761;\n\nWe own lands that are claimed by $FROMCOUNTRY$. It is clearly part of the Europeans' colonization of the territories of the region.;;;;;;;;;;;;;
EVTDESC18482478;\n\nThanks to our newfound sovereignty, we can now become Kurdistan.;;;;;;;;;;;;;
EVTDESC184824781;\n\nThanks to our newfound sovereignty, we can now become Kurdistan.;;;;;;;;;;;;;
EVTDESC18482479;\n\nFuladugu has been falling in power, and we should take it over so it does not become a weak point of our state.;;;;;;;;;;;;;
EVTDESC18482480;\n\nOur current borders in Darfur aren't following the borders demarcated with the rest of the colonial powers. Would we want to change that?;;;;;;;;;;;;;
EVTDESC184824801;\n\nAfter diplomats from both sides made arrangements based on the Berlin Conference, the $FROMCOUNTRY_ADJ$ have decided to cede us Birao.;;;;;;;;;;;;;
EVTDESC18482482;\n\nAfter some battles, we've been able to extend our colonial holdings to the region.;;;;;;;;;;;;;
EVTDESC18482485;\n\nOur curreny king has proposed we move our capital to Sikaso, place of origin of his mother. Should we do it?;;;;;;;;;;;;;
EVTDESC18482486;\n\nGermany has proposed we join their Empire as an affiliated state, effectively falling under their control. Should we accept?;;;;;;;;;;;;;
EVTDESC184824861;\n\nWituland has joined our Empire as a Protectorate.;;;;;;;;;;;;;
EVTDESC184824862;\n\nWituland has rejected joining our Empire as a Protectorate.;;;;;;;;;;;;;
EVTDESC18482487;\n\n$FROMCOUNTRY$ lays claim to Togoland and has sent us an ultimatum: cede our part of Togo or face the consequences.;;;;;;;;;;;;;
EVTDESC184824871;\n\n$FROMCOUNTRY$ has agreed to cede their occupation in Togo.;;;;;;;;;;;;;
EVTDESC184824872;\n\nWe had sent an Ultimatum to $FROMCOUNTRY$ so they ceded their unlawful occupation of Togo, and they have refused.;;;;;;;;;;;;;
EVTDESC184824876;\n\n$FROMCOUNTRY$ lays claim to Sierra Leone and has sent us an ultimatum: cede our part of Sierra Leone or face the consequences.;;;;;;;;;;;;;
EVTDESC184824877;\n\n$FROMCOUNTRY$ has agreed to cede their occupation in Sierra Leone.;;;;;;;;;;;;;
EVTDESC184824878;\n\nWe had sent an Ultimatum to $FROMCOUNTRY$ so they ceded their unlawful occupation of Sierra Leone, and they have refused.;;;;;;;;;;;;;
EVTDESC184824873;\n\n$FROMCOUNTRY$ lays claim to Togoland and has sent us an ultimatum: cede our part of Togo or face the consequences.;;;;;;;;;;;;;
EVTDESC184824874;\n\n$FROMCOUNTRY$ has agreed to cede their occupation in Togo.;;;;;;;;;;;;;
EVTDESC184824875;\n\nWe had sent an Ultimatum to $FROMCOUNTRY$ so they ceded their unlawful occupation of Togo, and they have refused.;;;;;;;;;;;;;
EVTDESC184824883;\n\nThe British have relinquished their claims on Sudan, and stopped their war against the Mahdists.;;;;;;;;;;;;;
EVTDESC184824884;\n\nThe British haven't relinquished their claims on Sudan, and have started a war against us.;;;;;;;;;;;;;
EVTDESC184824885;\n\nThe French have relinquished their claims on Sudan, and stopped their war against us.;;;;;;;;;;;;;
EVTDESC184824892;\n\nBoers have gained effective control over Botshabelo.;;;;;;;;;;;;;
EVTDESC18482490;\n\nToday $FROMCOUNTRY_ADJ$ troops have crossed the border and started battles on the banks of the Nile River. We must fight for our independence or be conquered.;;;;;;;;;;;;;
EVTDESC18482491;\n\n$FROMCOUNTRY$ lays claim to Adamawa and has sent us an ultimatum: cede our part of Adamawa or face the consequences.;;;;;;;;;;;;;
EVTDESC184824911;\n\n$FROMCOUNTRY$ has agreed to cede their occupation in Adamawa.;;;;;;;;;;;;;
EVTDESC184824912;\n\nWe had sent an Ultimatum to $FROMCOUNTRY$ so they ceded their unlawful occupation of Adamawa, and they have refused.;;;;;;;;;;;;;
EVTDESC184824913;\n\n$FROMCOUNTRY$ lays claim to Cameroon and has sent us an ultimatum: cede our part of Cameroon or face the consequences.;;;;;;;;;;;;;
EVTDESC184824914;\n\n$FROMCOUNTRY$ has agreed to cede their occupation in Cameroon.;;;;;;;;;;;;;
EVTDESC184824915;\n\nWe had sent an Ultimatum to $FROMCOUNTRY$ so they ceded their unlawful occupation of Cameroon, and they have refused.;;;;;;;;;;;;;
EVTDESC18482492;\n\n$FROMCOUNTRY$ lays claim to Marwa and has sent us an ultimatum: cede our part of Marwa or face the consequences.;;;;;;;;;;;;;
EVTDESC184824921;\n\n$FROMCOUNTRY$ has agreed to cede their occupation in Marwa.;;;;;;;;;;;;;
EVTDESC184824922;\n\nWe had sent an Ultimatum to $FROMCOUNTRY$ so they ceded their unlawful occupation of Marwa, and they have refused.;;;;;;;;;;;;;
EVTDESC18482493;\n\n$FROMCOUNTRY$ lays claim to Dahomey and has sent us an ultimatum: cede our part of Dahomey or face the consequences.;;;;;;;;;;;;;
EVTDESC184824931;\n\n$FROMCOUNTRY$ has agreed to cede their occupation in Dahomey.;;;;;;;;;;;;;
EVTDESC184824932;\n\nWe had sent an Ultimatum to $FROMCOUNTRY$ so they ceded their unlawful occupation of Dahomey, and they have refused.;;;;;;;;;;;;;
EVTDESC18482494;\n\nChicoa has fallen, and our kingdom with it.;;;;;;;;;;;;;
EVTDESC184824941;\n\nThe $FROMCOUNTRY_ADJ$ have collapsed, and we can now freely take their lands.;;;;;;;;;;;;;
EVTDESC184824952;\n\nAfter some bloody battles against the trained Dervish troops, we have been able to pacify Somalia.;;;;;;;;;;;;;
EVTDESC1848249532;\n\nThe $FROMCOUNTRY_ADJ$ have attacked us in Somaliland, and they are clearly superior militarily. Should we put up a fight?;;;;;;;;;;;;;
EVTDESC1848249533;\n\nThe $FROMCOUNTRY_ADJ$ have surrendered in Somaliland, and ceded Laascaanood to us.;;;;;;;;;;;;;
EVTDESC184824967;\n\nThe $FROMCOUNTRY_ADJ$ have attacked us in Somaliland, and they are clearly superior militarily. Should we put up a fight?;;;;;;;;;;;;;
EVTDESC184824968;\n\nThe $FROMCOUNTRY_ADJ$ have surrendered in Somaliland, and ceded Laascaanood to us.;;;;;;;;;;;;;
EVTDESC18482496;\n\nWe have defeated the Tripolitanian rebels and we can now establish a vilayet in its place, as the South is still too unstable for direct rule.;;;;;;;;;;;;;
EVTDESC184824988;\n\nOur state might deserve independence after all these years of oppression. The regime that declares our autonomy is traitorous and must be stopped. If we should declare independence, it must be now or never.;;;;;;;;;;;;;
EVTDESC184824989;\n\n$FROMCOUNTRY$ has left our administration, and decided to wait for the Mahdi alone. This is clearly a move provoked by outside powers to destabilize our state.;;;;;;;;;;;;;
EVTDESC184824991;\n\nThe Senussi have conquered the Oasis of Siwa, effectively annexing it from our local rulers.;;;;;;;;;;;;;
EVTDESC184825001;\n\nThe $FROMCOUNTRY_ADJ$ aim to destroy our state, should we claim Tripolitania? We have supporters in the region that would help us to take over.;;;;;;;;;;;;;
EVTDESC18482501;\n\nThe Senussi own lands in the Sahara Desert we lay claim to -- should we force them to leave?;;;;;;;;;;;;;
EVTDESC184825011;\n\nThe $FROMCOUNTRY_ADJ$ have sent us an Ultimatum -- leave Fada or they will continue the war.;;;;;;;;;;;;;
EVTDESC184825012;\n\nThe $FROMCOUNTRY_ADJ$ have ceded us Fada without any bloodshed.;;;;;;;;;;;;;
EVTDESC18482502;\n\nThe Senussi own lands in the Sahara Desert we lay claim to -- should we force them to leave?;;;;;;;;;;;;;
EVTDESC184825021;\n\nThe $FROMCOUNTRY_ADJ$ have sent us an Ultimatum -- leave Farafira or they will continue the war.;;;;;;;;;;;;;
EVTDESC184825022;\n\nThe $FROMCOUNTRY_ADJ$ have ceded us Farafira without any bloodshed.;;;;;;;;;;;;;
EVTDESC18482503;\n\nThe Senussi own lands in the Sudanese Sahara Desert we lay claim to -- should we force them to leave?;;;;;;;;;;;;;
EVTDESC184825031;\n\nThe $FROMCOUNTRY_ADJ$ have sent us an Ultimatum -- leave Laqiya Arba'in or they will continue the war.;;;;;;;;;;;;;
EVTDESC184825032;\n\nThe $FROMCOUNTRY_ADJ$ have ceded us Laqiya Arba'in without any bloodshed.;;;;;;;;;;;;;
EVTDESC184825009;\n\nAfter some bloody battles against the trained Senussi troops, we have been able to pacify the Sahara.;;;;;;;;;;;;;
EVTDESC18482504;\n\nThough the barren Sarra Triangle is a part of Libya, it is currently controlled by another power. Should we offer to purchase it?;;;;;;;;;;;;;
EVTDESC184825041;\n\n$FROMCOUNTRY_ADJ$ diplomats have approached us with an offer to purchase the barren Sarra Triangle in southern Libya.;;;;;;;;;;;;;
EVTDESC184825042;\n\nThe $FROMCOUNTRY_ADJ$ diplomats have proposed selling the Sarra Triangle at a price of 50,000¤.;;;;;;;;;;;;;
EVTDESC184825043;\n\nThe $FROMCOUNTRY_ADJ$ diplomats have signed our proposed treaty to sell the Sarra Triangle at a price of 50,000¤.;;;;;;;;;;;;;
EVTDESC184825044;\n\nThe $FROMCOUNTRY_ADJ$ diplomats have proposed selling the Sarra Triangle at a price of 100,000¤.;;;;;;;;;;;;;
EVTDESC184825045;\n\nThe $FROMCOUNTRY_ADJ$ diplomats have signed our proposed treaty to sell the Sarra Triangle at a price of 100,000¤.;;;;;;;;;;;;;
EVTDESC184825046;\n\nThe $FROMCOUNTRY_ADJ$ diplomats have refused to enter negotiations over Sarra in spite of its lack of value.;;;;;;;;;;;;;
EVTDESC184825047;\n\nThe $FROMCOUNTRY_ADJ$ diplomats have refused to pay our proposed sum, calling our demands ludicrous considering the nearly worthless nature of the Sarra Triangle.;;;;;;;;;;;;;
EVTDESC184825052;\n\nThe $FROMCOUNTRY_ADJ$ have ceded Jubaland to us.;;;;;;;;;;;;;
EVTDESC184825053;\n\nThe $FROMCOUNTRY_ADJ$ have refused to cede Jubaland to us.;;;;;;;;;;;;;
EVTDESC184825062;\n\nThe $FROMCOUNTRY_ADJ$ have ceded Anai and Angram to us.;;;;;;;;;;;;;
EVTDESC184825063;\n\nThe $FROMCOUNTRY_ADJ$ have refused to cede Anai and Angram to us.;;;;;;;;;;;;;
EVTDESC18482507;\n\nEgypt has recently lost the war against the Ottomans, but their troops have retaken our capital.;;;;;;;;;;;;;
EVTDESC18482508;\n\nThe Darfuri Emir, Ali Dinar, has revolted against us after major setbacks in other local revolts. We have lost control over most the region.;;;;;;;;;;;;;
EVTDESC18482509;\n\nThe $FROMCOUNTRY_ADJ$ have started a war to conquer our kingdom, as they think we are a weak, uncivilized state. We should teach them what's best!;;;;;;;;;;;;;
EVTDESC18482510;\n\nSuakin has been ruled by the Ottoman Empire since its conquest in the 16th century, and regardless of our wars with them they have not ceded it. Should we claim it?;;;;;;;;;;;;;
EVTDESC184825101;\n\nSuakin has been under our control for centuries, but now it is encircled by the Egyptians. They have asked us to cede the territory to them.;;;;;;;;;;;;;
EVTDESC184825102;\n\nThe $FROMCOUNTRY_ADJ$ have decided to cede Suakin once and for all.;;;;;;;;;;;;;
EVTDESC184825103;\n\nThe $FROMCOUNTRY_ADJ$ have asked for 50,000¤ in exchange for ceding Suakin.;;;;;;;;;;;;;
EVTDESC184825104;\n\nThe $FROMCOUNTRY_ADJ$ have decided to pay 50,000¤ so we cede Suakin once and for all.;;;;;;;;;;;;;
EVTDESC184825105;\n\nThe $FROMCOUNTRY_ADJ$ have refused to cede Suakin.;;;;;;;;;;;;;
EVTDESC18482511;\n\nThe $FROMCOUNTRY_ADJ$ have launched a campaign to conquer Barbara and sieged the city. Should we cede it to them?;;;;;;;;;;;;;
EVTDESC18482512;\n\nOur King has died and Mzila and Mawewe, his two sons, have both claimed the throne. Our Empire has been divided, and a war will unite it back.;;;;;;;;;;;;;
EVTDESC18482513;\n\nWe now hold enough influence over the regions of Morogoro and Dodoma that we can now centralize the region under our rule.;;;;;;;;;;;;;
EVTDESC18482514;\n\nWe now hold enough influence over the regions of the Lamba that we can now centralize the region under our rule.;;;;;;;;;;;;;
EVTDESC184825141;\n\nWe now hold enough influence over the regions of the Chewa and Rukwa that we can now centralize the region under our rule.;;;;;;;;;;;;;
EVTDESC18482520;\n\nOur overlords have blockaded the city of Burgabo and let us occupy the region.;;;;;;;;;;;;;
EVTDESC18482523;\n\nDukuza has been in constant rebellions since Dingane took power. Now it has become independent and joined Mpondo.;;;;;;;;;;;;;
EVTDESC184825231;\n\nDukuza has joined us, which might cause trouble with the Zulu.;;;;;;;;;;;;;
EVTDESC184825232;\n\nDukuza has joined us, which has caused trouble with the Zulu.;;;;;;;;;;;;;
EVTDESC184825233;\n\nMpondo has ceded Dukuza to us, and we're removing our declaration of war.;;;;;;;;;;;;;
EVTDESC18482524;\n\nSudanese Ethiopia has refused to unite with the Mahdists and joined us.;;;;;;;;;;;;;
EVTDESC184825251;\n\nThe Oromo in Shewa have revolted and joined us, and Shewa for now has not retaliated.;;;;;;;;;;;;;
EVTDESC184825252;\n\nThe Oromo in Shewa have revolted, and our army has joined them.;;;;;;;;;;;;;
EVTDESC18482528;\n\nWith the Shilluk hold over their land diminishing as time passes and Taqali falls into a civil war, a window opens to take over.;;;;;;;;;;;;;
EVTDESC184825281;\n\nThe Ottomans have claimed our lands in Kordofan, and move forward to annex them. Should we concede?;;;;;;;;;;;;;
